customer_id,months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,FraudFound_P
10770,169,37,185124,07-12-2001,IL,1000,936.19,0,MALE,JD,armed-forces,movies,other-relative,70600,-48500,02-02-2015,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,Northbrook,7155 Apache Drive,4,3,?,2,1,YES,57900,17370,5790,34740,Audi,A5,0
10771,255,46,760700,25-11-2006,IL,500,1302.34,0,FEMALE,JD,prof-specialty,video-games,own-child,0,-52600,12-01-2015,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbrook,1376 Pine St,2,3,NO,1,0,NO,57860,5260,10520,42080,Volkswagen,Jetta,0
10772,209,39,362407,06-12-1996,IN,500,1264.99,0,MALE,PhD,transport-moving,polo,husband,67800,0,01-01-2015,Single Vehicle Collision,Side Collision,Minor Damage,Fire,VA,Northbrook,3340 3rd Hwy,22,1,?,1,1,NO,37800,8400,4200,25200,Chevrolet,Silverado,0
10773,210,37,389525,10-07-2012,OH,500,1467.76,0,FEMALE,MD,tech-support,hiking,own-child,38700,-33100,22-02-2015,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,NY,Northbend,3097 4th Drive,8,1,?,1,3,YES,63300,6330,6330,50640,Toyota,Highlander,0
10774,174,33,179538,07-04-2014,IN,2000,1124.43,0,FEMALE,College,farming-fishing,paintball,own-child,0,0,16-01-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Northbrook,1916 Elm St,14,3,YES,0,1,YES,44200,8840,4420,30940,Saab,93,0
10775,70,28,265437,11-10-2003,IL,1000,1319.81,0,MALE,High School,machine-op-inspct,yachting,husband,67200,-59400,28-01-2015,Multi-vehicle Collision,Side Collision,Minor Damage,Police,WV,Arlington,8917 Cherokee Lane,14,4,NO,1,0,YES,31680,3520,3520,24640,Toyota,Camry,0
10777,458,61,921851,07-12-1992,IN,1000,1328.18,0,FEMALE,High School,protective-serv,bungie-jumping,other-relative,53000,0,25-02-2015,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Columbus,3753 Francis Lane,18,1,NO,2,1,NO,56340,6260,6260,43820,Volkswagen,Passat,0
10778,239,40,488724,29-11-2004,IN,500,1463.95,0,FEMALE,JD,sales,skydiving,own-child,0,0,11-02-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NC,Springfield,4545 4th Ridge,20,3,?,0,0,YES,69740,6340,6340,57060,Dodge,Neon,0
10779,161,38,192524,02-01-2004,IL,2000,1133.85,0,MALE,PhD,priv-house-serv,exercise,not-in-family,60200,0,03-01-2015,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Springfield,2272 Embaracadero Drive,0,3,YES,2,2,YES,60480,5040,15120,40320,Volkswagen,Jetta,0
10780,446,61,338070,25-01-2006,IN,1000,1037.32,0,FEMALE,High School,tech-support,skydiving,wife,0,-15700,30-01-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NC,Hillsdale,5341 5th Ave,1,3,?,2,1,NO,80880,6740,13480,60660,Nissan,Ultima,0
10781,476,61,865607,18-04-1993,IN,1000,1562.8,0,FEMALE,Masters,handlers-cleaners,dancing,not-in-family,42800,-68200,18-01-2015,Single Vehicle Collision,Front Collision,Total Loss,Fire,WV,Hillsdale,7745 Washington Ridge,10,1,?,1,2,YES,49390,8980,4490,35920,Suburu,Legacy,0
10782,70,29,963285,09-12-2006,IN,1000,1425.79,0,FEMALE,MD,armed-forces,video-games,other-relative,62400,-52300,04-01-2015,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,NC,Riverwood,1275 4th Ridge,12,1,NO,0,3,?,69360,11560,11560,46240,Dodge,RAM,0
10785,335,48,440616,06-09-1995,IL,2000,1017.97,0,FEMALE,MD,machine-op-inspct,chess,wife,59900,-34800,19-02-2015,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Columbus,8617 Best Ave,21,3,NO,0,0,YES,35860,3260,6520,26080,BMW,X5,0
10786,257,40,463237,09-02-2000,IN,2000,1306,0,MALE,Associate,machine-op-inspct,cross-fit,husband,46100,-46900,21-02-2015,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Columbus,9856 Apache St,3,3,YES,2,1,?,50050,7700,3850,38500,Ford,Fusion,1
10787,85,27,753452,23-07-1996,IL,2000,1174.14,0,MALE,College,priv-house-serv,dancing,unmarried,50400,-61500,02-02-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Northbend,1951 Best Ave,14,4,YES,0,0,NO,59070,10740,5370,42960,Toyota,Camry,0
10788,133,30,920554,21-09-2005,IN,1000,1231.01,0,MALE,College,adm-clerical,board-games,husband,0,-31700,01-02-2015,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,SC,Riverwood,1824 5th Lane,19,3,NO,1,2,?,28440,3160,3160,22120,Dodge,Neon,0
10789,119,34,594783,30-12-2011,IL,500,1299.18,0,FEMALE,College,tech-support,hiking,wife,57100,0,08-01-2015,Single Vehicle Collision,Front Collision,Major Damage,Fire,OH,Springfield,7393 Washington St,7,1,YES,2,1,YES,45540,8280,8280,28980,Honda,Civic,1
10790,169,34,725330,21-07-1996,IN,500,1469.75,0,FEMALE,JD,sales,reading,not-in-family,0,-57600,16-01-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,VA,Arlington,1386 Britain St,0,1,?,0,0,YES,38700,7740,3870,27090,Volkswagen,Passat,0
10792,84,32,979336,04-03-2001,IL,500,1694.09,7000000,FEMALE,Associate,prof-specialty,cross-fit,husband,0,0,30-01-2015,Single Vehicle Collision,Rear Collision,Total Loss,Other,NY,Northbend,1546 Cherokee Ave,0,1,YES,0,2,?,57240,4770,9540,42930,BMW,X6,0
10793,169,39,865201,19-10-2001,OH,2000,1140.15,0,MALE,High School,armed-forces,exercise,husband,0,-36800,19-01-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Police,VA,Riverwood,2003 2nd Hwy,9,3,YES,0,3,NO,46200,4200,8400,33600,Suburu,Legacy,0
10794,124,32,140977,18-08-2006,IN,1000,1310.71,0,FEMALE,Masters,farming-fishing,kayaking,wife,29300,0,25-02-2015,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,NY,Columbus,9418 5th Hwy,23,1,YES,0,1,NO,57700,5770,5770,46160,Toyota,Camry,0
10795,320,48,787351,28-04-2013,IL,2000,1730.49,7000000,MALE,College,transport-moving,hiking,not-in-family,46300,-41700,24-01-2015,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbrook,8770 1st Lane,13,3,NO,2,0,NO,56160,4680,9360,42120,Saab,95,0
10796,297,47,272330,29-11-2009,IN,500,1616.65,7000000,MALE,MD,adm-clerical,movies,unmarried,0,-59500,16-01-2015,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Columbus,1087 Flute Drive,0,3,?,0,3,YES,44400,5550,5550,33300,Jeep,Grand Cherokee,0
10797,421,56,728025,15-02-1990,IN,500,1935.85,4000000,MALE,Masters,machine-op-inspct,reading,own-child,49500,-81100,12-01-2015,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,NY,Hillsdale,2217 Tree Lane,7,1,?,2,3,?,92730,16860,8430,67440,Mercedes,E400,0
10798,136,33,804608,12-04-2002,OH,1000,855.14,0,FEMALE,PhD,craft-repair,paintball,not-in-family,37900,0,04-01-2015,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NC,Northbrook,6741 Oak Ridge,23,1,YES,0,1,YES,30700,3070,6140,21490,Toyota,Corolla,0
10799,46,24,718829,21-02-1999,OH,2000,1568.47,4000000,FEMALE,High School,armed-forces,yachting,unmarried,46800,0,02-02-2015,Single Vehicle Collision,Side Collision,Major Damage,Fire,NY,Northbrook,2123 MLK Ridge,7,1,NO,2,0,?,56600,11320,5660,39620,Toyota,Camry,0
10801,95,30,331170,26-03-1995,IL,2000,1370.92,0,MALE,College,transport-moving,video-games,unmarried,48900,0,14-02-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Arlington,1437 3rd Lane,22,1,YES,0,3,?,34800,3480,6960,24360,Accura,MDX,0
10802,140,36,753056,03-05-1991,IN,500,1363.59,0,FEMALE,JD,armed-forces,kayaking,not-in-family,43200,0,08-02-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Riverwood,1186 Rock St,10,3,?,2,0,YES,79500,7950,7950,63600,Chevrolet,Tahoe,0
10803,200,34,910365,19-12-2001,IN,1000,828.42,3000000,FEMALE,College,prof-specialty,basketball,other-relative,0,0,22-01-2015,Single Vehicle Collision,Front Collision,Total Loss,Police,NY,Arlington,4394 Oak St,10,1,?,2,2,NO,56000,5600,5600,44800,Chevrolet,Malibu,0
10804,123,29,379268,05-08-2012,IN,500,1209.63,0,FEMALE,Masters,machine-op-inspct,chess,not-in-family,64800,-44200,14-01-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,Arlington,8368 Cherokee Ave,17,1,YES,1,0,YES,73260,16280,0,56980,Volkswagen,Jetta,0
10806,290,42,135400,20-01-2014,IN,500,989.97,0,MALE,Masters,machine-op-inspct,kayaking,own-child,32500,0,20-01-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Hillsdale,3618 Sky Ave,10,1,NO,0,1,NO,48000,4800,9600,33600,Saab,95,1
10807,45,37,798579,19-12-2011,IN,1000,1114.23,0,MALE,College,prof-specialty,dancing,wife,0,0,01-01-2015,Single Vehicle Collision,Side Collision,Major Damage,Fire,SC,Arlington,5459 MLK Ave,1,1,YES,0,1,YES,52200,10440,5220,36540,Nissan,Pathfinder,0
10808,186,38,250833,28-07-2008,IN,2000,1347.31,0,FEMALE,JD,protective-serv,dancing,unmarried,80900,-111100,02-02-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Springfield,1371 Texas Lane,1,3,NO,2,3,?,73800,12300,12300,49200,Audi,A3,0
10809,135,34,824116,05-05-1998,IL,2000,1687.53,0,FEMALE,JD,protective-serv,base-jumping,other-relative,0,-69600,23-01-2015,Single Vehicle Collision,Side Collision,Total Loss,Fire,NC,Northbend,2654 Embaracadero St,7,1,?,1,2,NO,78200,15640,7820,54740,Audi,A3,1
10810,110,33,322613,16-04-1995,IN,1000,1183.48,0,MALE,Associate,other-service,bungie-jumping,husband,0,0,26-01-2015,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,VA,Northbend,2123 Texas Ave,19,1,?,2,3,NO,55200,13800,9200,32200,Saab,93,0
10811,259,43,871305,14-02-1992,IL,2000,1537.13,0,FEMALE,PhD,handlers-cleaners,kayaking,own-child,0,-58300,02-01-2015,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,Northbend,4538 Flute Hwy,3,3,NO,0,2,YES,57060,6340,6340,44380,Ford,Fusion,0
10813,404,56,485813,07-04-2010,IN,1000,1361.16,4000000,FEMALE,Masters,transport-moving,cross-fit,not-in-family,0,-63700,15-01-2015,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,VA,Hillsdale,2798 1st Ave,23,1,NO,2,0,YES,53100,5310,5310,42480,Accura,MDX,0
10815,57,25,907113,20-01-1996,IL,2000,1143.06,0,FEMALE,Masters,tech-support,dancing,own-child,63100,-54100,16-01-2015,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,VA,Riverwood,7281 Oak St,0,3,NO,0,1,YES,72900,14580,14580,43740,Nissan,Maxima,0
10816,215,38,833321,01-03-2010,IN,500,1405.71,0,FEMALE,PhD,craft-repair,camping,unmarried,0,0,01-02-2015,Single Vehicle Collision,Rear Collision,Total Loss,Police,SC,Arlington,9878 Washington Ave,10,1,?,0,1,NO,70700,7070,14140,49490,Volkswagen,Passat,0
10817,140,30,521592,15-06-2014,IL,500,1354.2,0,FEMALE,College,adm-clerical,bungie-jumping,wife,100500,0,10-02-2015,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Columbus,2537 5th Ave,4,4,?,0,0,?,60170,5470,10940,43760,Nissan,Pathfinder,0
10818,250,42,254837,25-11-2004,IN,500,1055.6,0,MALE,High School,exec-managerial,paintball,husband,69500,-40700,03-01-2015,Single Vehicle Collision,Rear Collision,Major Damage,Other,SC,Columbus,8493 Apache Drive,16,1,?,1,1,?,74800,13600,6800,54400,Ford,Fusion,0
10820,356,47,574707,23-08-2005,IN,2000,1155.97,0,MALE,High School,prof-specialty,camping,husband,0,0,23-02-2015,Single Vehicle Collision,Side Collision,Minor Damage,Other,SC,Columbus,2862 Tree Ridge,5,1,YES,0,3,?,61490,5590,11180,44720,Dodge,RAM,0
10822,187,34,149601,28-03-2003,IN,500,1232.57,0,FEMALE,PhD,machine-op-inspct,polo,not-in-family,59500,0,22-02-2015,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NY,Arlington,5191 4th St,7,3,?,0,0,?,45100,8200,4100,32800,Nissan,Pathfinder,0
10823,386,53,630683,23-10-2007,OH,500,1078.65,0,MALE,JD,craft-repair,camping,not-in-family,36800,0,03-01-2015,Single Vehicle Collision,Front Collision,Minor Damage,Police,WV,Northbend,1364 Best St,16,1,?,2,3,YES,66660,12120,6060,48480,Honda,Civic,0
10824,197,41,500639,27-06-1996,OH,1000,1324.78,0,FEMALE,PhD,prof-specialty,basketball,not-in-family,0,-64500,10-01-2015,Single Vehicle Collision,Front Collision,Major Damage,Police,NC,Northbrook,8946 2nd Drive,6,1,NO,2,2,YES,76400,15280,7640,53480,Volkswagen,Jetta,0
10825,166,37,352120,11-12-1994,IN,500,1518.54,0,FEMALE,MD,craft-repair,kayaking,not-in-family,0,0,25-01-2015,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,PA,Riverwood,3726 MLK Hwy,10,1,YES,1,1,NO,58300,10600,10600,37100,Ford,F150,0
10826,293,49,569245,05-12-1995,IL,2000,1239.06,0,FEMALE,JD,transport-moving,skydiving,husband,34900,0,10-01-2015,Single Vehicle Collision,Front Collision,Total Loss,Police,SC,Riverwood,2820 Britain St,19,1,?,1,1,?,57310,5210,10420,41680,Volkswagen,Passat,0
10827,179,32,907012,15-12-1996,OH,2000,1246.68,0,FEMALE,PhD,priv-house-serv,movies,own-child,0,0,28-01-2015,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Arlington,2646 MLK Drive,10,1,?,0,1,?,53100,5900,5900,41300,Suburu,Impreza,0
10828,76,24,700074,06-06-2011,OH,1000,1622.67,0,FEMALE,MD,priv-house-serv,paintball,husband,0,0,18-02-2015,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,WV,Riverwood,6256 Elm St,6,3,NO,1,1,?,74700,14940,7470,52290,Suburu,Forrestor,0
10829,105,28,866805,13-12-1995,OH,500,1082.36,0,FEMALE,Associate,prof-specialty,golf,own-child,0,0,24-01-2015,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,Riverwood,9724 Maple St,12,3,NO,2,2,NO,60500,12100,6050,42350,Audi,A5,0
10830,97,26,951863,28-10-1997,OH,1000,1270.55,0,MALE,Masters,protective-serv,chess,unmarried,0,-72100,20-01-2015,Multi-vehicle Collision,Side Collision,Total Loss,Other,NC,Riverwood,7397 4th Drive,10,3,YES,2,3,NO,84920,7720,15440,61760,Jeep,Wrangler,0
10831,148,36,211578,04-01-1996,IL,1000,1236.32,5000000,FEMALE,MD,adm-clerical,hiking,own-child,55100,0,10-01-2015,Single Vehicle Collision,Side Collision,Total Loss,Police,PA,Northbrook,3488 Flute Lane,0,1,NO,2,0,NO,61050,5550,11100,44400,Dodge,Neon,0
10832,77,26,357394,09-05-2008,IL,2000,785.82,0,MALE,JD,exec-managerial,movies,other-relative,49700,0,07-01-2015,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NY,Hillsdale,9082 3rd Lane,12,3,YES,2,0,?,69080,12560,6280,50240,Audi,A5,0
10834,126,28,596914,05-01-1992,IN,500,1508.9,0,FEMALE,JD,machine-op-inspct,skydiving,other-relative,0,0,01-01-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Police,WV,Northbend,5333 MLK Lane,3,4,NO,0,1,?,67800,11300,11300,45200,Ford,F150,0
10837,257,43,797636,19-05-1992,IN,1000,974.84,0,FEMALE,JD,transport-moving,kayaking,other-relative,52100,0,26-02-2015,Single Vehicle Collision,Rear Collision,Total Loss,Police,VA,Northbend,2381 1st Hwy,0,1,NO,0,1,YES,85320,21330,7110,56880,Nissan,Pathfinder,0
10839,185,34,620075,21-04-2010,OH,500,1257.36,0,FEMALE,PhD,armed-forces,movies,husband,0,0,27-02-2015,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Arlington,5269 Flute Hwy,20,3,YES,1,1,?,51370,9340,4670,37360,BMW,M5,0
10840,234,43,965187,26-03-1990,OH,500,1257.04,0,MALE,Associate,protective-serv,reading,own-child,0,-48800,01-03-2015,Single Vehicle Collision,Rear Collision,Major Damage,Police,SC,Northbrook,7197 2nd Drive,4,1,NO,2,2,YES,51600,10320,5160,36120,Dodge,Neon,0
10842,233,39,728839,02-01-2001,OH,2000,1524.18,0,MALE,JD,craft-repair,reading,unmarried,0,0,08-01-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Northbrook,9148 4th Hwy,20,3,?,1,0,YES,48870,5430,5430,38010,Saab,95,0
10844,297,48,264221,28-07-2014,IL,1000,1243.68,0,MALE,Masters,protective-serv,camping,wife,0,-71400,20-02-2015,Multi-vehicle Collision,Front Collision,Major Damage,Other,NY,Springfield,9177 Texas Ave,18,3,?,0,2,?,54960,6870,0,48090,Toyota,Corolla,0
10845,273,47,602704,27-09-2011,OH,1000,1189.04,0,FEMALE,Associate,prof-specialty,video-games,own-child,59600,0,24-01-2015,Multi-vehicle Collision,Side Collision,Minor Damage,Police,VA,Northbrook,5969 Francis St,0,3,NO,1,3,?,39800,7960,3980,27860,Jeep,Wrangler,0
10846,147,37,672416,20-04-2013,IN,2000,1375.29,0,FEMALE,Masters,armed-forces,chess,own-child,0,0,31-01-2015,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Columbus,9942 Tree Ave,11,3,?,0,1,?,56160,6240,6240,43680,Ford,Fusion,0
10847,285,42,545506,20-03-1991,IN,500,1389.13,0,MALE,Associate,priv-house-serv,golf,not-in-family,63100,-79400,23-01-2015,Single Vehicle Collision,Side Collision,Total Loss,Fire,VA,Hillsdale,5474 Weaver Hwy,13,1,NO,0,3,?,52700,5270,10540,36890,Toyota,Corolla,0
10848,289,43,777533,21-12-2002,OH,1000,1387.51,0,FEMALE,Associate,sales,base-jumping,not-in-family,0,0,11-01-2015,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NY,Riverwood,1102 Apache Hwy,19,3,YES,1,3,?,68580,7620,7620,53340,Jeep,Wrangler,0
10849,427,60,953334,03-12-2005,IN,1000,1178.61,7000000,MALE,MD,craft-repair,board-games,own-child,0,-54400,20-02-2015,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Springfield,9214 Texas Drive,23,1,YES,1,2,YES,90860,12980,19470,58410,Volkswagen,Jetta,0
10851,13,21,990998,18-10-2006,IN,1000,1556.31,0,MALE,Associate,prof-specialty,golf,not-in-family,0,-75000,19-01-2015,Multi-vehicle Collision,Side Collision,Total Loss,Police,NY,Hillsdale,9580 MLK Ave,19,3,YES,2,0,YES,94930,8630,8630,77670,Accura,RSX,0
10852,282,43,982678,19-07-2006,OH,500,1452.27,0,MALE,MD,farming-fishing,video-games,not-in-family,75800,0,08-01-2015,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Northbend,5868 Best Drive,19,1,NO,1,2,NO,46800,4680,9360,32760,Audi,A5,0
10853,312,47,646069,08-06-2002,OH,1000,1212.07,0,FEMALE,MD,exec-managerial,polo,wife,66900,-51800,01-03-2015,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,Northbend,5318 5th Ave,17,3,NO,2,3,NO,56320,7040,7040,42240,Mercedes,ML350,0
10854,266,46,331683,12-02-2009,OH,2000,1578.54,0,MALE,Associate,handlers-cleaners,chess,husband,0,-41400,21-01-2015,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Hillsdale,7502 Rock Lane,18,1,NO,1,3,YES,83490,7590,15180,60720,Nissan,Pathfinder,1
10855,30,36,364055,14-05-2001,IN,500,1488.26,0,FEMALE,College,machine-op-inspct,golf,wife,0,-63500,28-02-2015,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,Northbrook,4627 Elm Ridge,17,3,NO,2,2,?,57900,5790,5790,46320,Saab,95,0
10856,198,36,521854,16-02-2001,IN,1000,1096.39,0,MALE,High School,armed-forces,kayaking,own-child,0,0,26-01-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Springfield,5584 Britain Lane,11,3,?,1,3,YES,49410,5490,5490,38430,Audi,A3,0
10857,290,45,737252,18-11-1993,OH,2000,1215.36,0,MALE,Associate,tech-support,reading,own-child,54400,0,31-01-2015,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,WV,Northbend,7002 Oak Hwy,22,3,?,0,1,NO,66200,6620,6620,52960,Suburu,Impreza,0
10858,260,46,344480,18-02-1990,OH,2000,1482.57,0,MALE,MD,priv-house-serv,reading,husband,35000,0,20-02-2015,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Columbus,4780 Best Drive,7,1,NO,0,1,NO,64080,10680,10680,42720,Toyota,Camry,0
10859,233,43,898519,21-05-2000,OH,1000,954.18,0,FEMALE,College,tech-support,dancing,other-relative,0,0,17-02-2015,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Northbrook,8995 1st Ave,17,3,?,2,3,YES,42500,8500,4250,29750,Nissan,Pathfinder,0
10860,130,30,957816,26-08-2012,IL,2000,1193.4,0,MALE,PhD,exec-managerial,bungie-jumping,own-child,0,-40800,02-02-2015,Multi-vehicle Collision,Side Collision,Total Loss,Other,SC,Columbus,5586 2nd St,16,3,NO,2,3,?,48950,8900,4450,35600,Suburu,Legacy,0
10861,230,42,175960,16-11-2004,IN,1000,1023.11,0,FEMALE,MD,adm-clerical,golf,own-child,0,-45300,06-02-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Northbend,1589 Best Ave,13,3,NO,1,2,YES,58850,10700,10700,37450,Accura,MDX,0
10862,212,40,489618,23-01-2003,IL,1000,1524.45,0,FEMALE,Masters,other-service,golf,husband,73200,0,11-02-2015,Multi-vehicle Collision,Side Collision,Minor Damage,Other,NY,Northbrook,1880 Weaver Drive,17,3,YES,0,2,YES,82400,8240,8240,65920,Nissan,Pathfinder,0
10863,299,44,717044,07-11-2008,OH,1000,1653.32,0,FEMALE,College,other-service,bungie-jumping,other-relative,0,-48800,25-01-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Springfield,7295 Tree Hwy,3,1,YES,2,0,?,54240,6780,6780,40680,Suburu,Impreza,0
10864,91,26,101421,19-10-1999,IL,1000,1022.46,0,FEMALE,Associate,armed-forces,video-games,other-relative,52700,0,23-02-2015,Multi-vehicle Collision,Front Collision,Minor Damage,Other,SC,Arlington,8832 Pine Drive,15,3,?,0,2,?,74200,7420,7420,59360,Jeep,Wrangler,0
10865,398,53,793948,20-12-1990,IL,2000,1396.43,0,FEMALE,Associate,priv-house-serv,base-jumping,unmarried,21500,0,29-01-2015,Single Vehicle Collision,Front Collision,Total Loss,Fire,WV,Hillsdale,1620 Oak Ave,16,1,YES,2,1,?,47430,5270,5270,36890,Toyota,Camry,0
10866,218,43,737483,14-02-1996,IL,500,1521.55,0,FEMALE,Associate,priv-house-serv,polo,other-relative,61100,-64500,02-01-2015,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,Hillsdale,3847 Elm Hwy,18,1,?,1,3,YES,68200,13640,6820,47740,Dodge,RAM,0
10867,152,33,695117,10-06-2001,IN,1000,1034.27,0,FEMALE,JD,armed-forces,exercise,husband,0,0,06-02-2015,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Hillsdale,3177 MLK Ridge,18,1,NO,1,0,NO,63900,7100,7100,49700,Accura,TL,1
10868,212,39,167466,17-03-2010,OH,1000,1255.35,0,FEMALE,JD,protective-serv,skydiving,not-in-family,60300,-58900,14-02-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,Riverwood,3929 Oak Drive,22,2,NO,0,3,YES,59300,11860,5930,41510,Dodge,RAM,0
10869,242,44,664732,30-07-2003,IL,2000,1396.89,6000000,FEMALE,College,priv-house-serv,chess,other-relative,0,-61600,04-02-2015,Multi-vehicle Collision,Front Collision,Minor Damage,Other,SC,Springfield,1469 Lincoln Drive,15,3,NO,1,2,YES,66900,6690,13380,46830,Suburu,Forrestor,0
10870,80,27,143038,17-09-2014,OH,500,795.31,0,MALE,JD,farming-fishing,skydiving,husband,0,-51000,12-02-2015,Multi-vehicle Collision,Rear Collision,Major Damage,Police,OH,Arlington,9719 4th Lane,16,3,YES,1,3,?,40810,3710,7420,29680,Ford,F150,0
10871,260,43,979963,03-06-2009,IN,500,982.22,0,FEMALE,JD,exec-managerial,skydiving,not-in-family,54500,-72100,12-02-2015,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Riverwood,3196 Cherokee St,18,1,?,1,0,?,75400,15080,7540,52780,Honda,CRV,0
10873,290,45,219028,18-07-1991,OH,1000,1311.3,0,FEMALE,Associate,machine-op-inspct,chess,wife,38500,0,10-01-2015,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Hillsdale,1353 Washington St,23,3,YES,0,0,YES,52650,5850,5850,40950,Ford,F150,0
10874,322,49,130156,24-09-2001,IL,2000,1277.12,0,FEMALE,PhD,armed-forces,kayaking,own-child,0,-46000,19-01-2015,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Hillsdale,6731 Andromedia Hwy,18,1,?,0,2,YES,42240,7680,7680,26880,Chevrolet,Malibu,0
10875,228,39,762951,19-09-2012,IN,500,1388.62,0,FEMALE,JD,sales,reading,husband,35200,0,19-01-2015,Single Vehicle Collision,Side Collision,Minor Damage,Other,NC,Riverwood,5769 Texas Lane,10,1,YES,1,0,YES,59490,6610,6610,46270,Mercedes,ML350,0
10876,195,37,376879,11-07-1991,IL,1000,1406.52,8000000,MALE,MD,tech-support,base-jumping,unmarried,0,0,28-01-2015,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Arlington,2849 Pine Drive,12,1,NO,0,2,NO,44200,4420,4420,35360,Jeep,Wrangler,0
10878,405,57,676255,28-12-1999,IN,1000,1132.47,4000000,MALE,MD,priv-house-serv,exercise,other-relative,46300,0,08-01-2015,Multi-vehicle Collision,Front Collision,Total Loss,Other,NY,Northbend,3841 Washington Lane,21,3,?,2,3,?,61440,10240,10240,40960,Saab,93,0
10879,144,37,985446,11-10-2012,OH,2000,1896.91,0,FEMALE,PhD,handlers-cleaners,sleeping,not-in-family,73700,0,24-01-2015,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,Columbus,8125 Texas Ridge,17,3,YES,1,3,NO,54400,5440,10880,38080,Chevrolet,Silverado,0
10880,338,47,884180,19-08-1995,IL,500,1143.46,4000000,MALE,MD,priv-house-serv,polo,other-relative,0,0,18-02-2015,Single Vehicle Collision,Front Collision,Total Loss,Other,NC,Arlington,4826 5th St,4,1,YES,2,1,?,58560,9760,9760,39040,Mercedes,E400,0
